action;iteration;particle;x;y;fitness
0;4;11;40.305016;6.450285;4.931646
0;4;12;-9.395510;0.865983;4.551200
0;4;13;2.713766;-0.702699;3.987502
0;4;14;-0.140532;-1.940916;3.021659
0;4;15;-5.726683;0.293422;4.196027
0;4;16;10.628551;9.666712;3.784704
0;4;17;-42.301434;3.517582;5.353848
0;4;18;-36.575745;1.186745;5.032213
0;4;19;-15.761273;-19.266621;4.143514
0;4;20;1.073756;2.327721;2.659444
0;4;21;9.451823;0.049332;3.975125
0;4;22;7.045750;3.412192;3.757764
0;4;23;-12.402267;-0.382452;5.481064
0;4;24;-8.181630;2.189334;4.167983
0;4;25;-80.743195;26.604916;4.734315
0;4;26;-6.974459;-5.026127;1.068631
0;4;27;-2.787003;-0.558822;4.688244
0;4;28;-5.417938;-11.773724;4.588169
0;4;29;3.754855;-0.603466;4.858958
0;4;30;11.974624;-0.325402;2.255569
0;4;31;-6.608750;2.810611;4.945269
0;4;32;-3.720344;-5.342736;4.134813
0;4;33;0.127043;-4.594384;4.375971
0;4;34;-0.197845;-0.415494;4.858236
0;4;35;7.069385;-0.342091;2.921214
0;4;36;-17.294827;-1.336932;3.560895
0;4;37;13.358177;-8.897424;3.222131
0;4;38;-1.870716;2.032991;2.350673
0;4;39;-2.470440;-17.571463;6.341495
0;4;40;0.035631;-6.567960;3.380464
0;4;41;-18.396273;-0.873092;4.464366
0;4;42;-5.530955;-0.394719;6.115587
0;4;43;-30.206879;-3.482552;5.468453
0;4;44;6.228509;-7.599709;4.747876
0;4;45;0.762218;-0.111624;3.023102
0;4;46;-3.153062;22.634506;4.338630
0;4;47;-1.030415;-28.477081;4.100892
0;4;48;-12.357910;2.374708;4.536744
0;5;0;3.500816;-0.064915;5.049250
0;5;1;-8.435315;1.056897;4.117869
0;5;2;2.686682;2.388752;4.969341
0;5;3;-6.064578;-0.523557;4.581736
0;5;4;10.232443;10.383922;4.608972
0;5;5;-4.320168;3.603177;4.639277
0;5;6;-16.334114;-1.483117;5.053700
0;5;7;1.187107;4.884292;3.302564
0;5;8;34.933472;-1.939688;2.297134
0;5;9;1.337104;-14.026930;2.262642
0;5;10;-46.850739;7.375014;4.327426
0;5;11;-19.538448;-2.078794;4.470597
0;5;12;-10.713081;24.419003;4.991903
0;5;13;-7.845481;5.507523;5.852412
0;5;14;-0.123344;1.698569;3.324078
0;5;15;-4.096249;-2.377567;3.838862
0;5;16;59.143490;22.941389;3.045529
0;5;17;-31.513374;2.682802;5.525110
0;5;18;-22.196701;-3.600280;4.912936
0;5;19;-1.860992;-18.867504;3.540826
0;5;20;3.043585;1.129489;2.719708
0;5;21;12.409388;-0.285568;4.919228
0;5;22;11.844144;-2.442429;4.958912
0;5;23;-6.642658;-0.895303;3.350717
0;5;24;-52.540012;2.202090;5.401262
0;5;25;19.256805;-9.679832;3.743763
0;5;26;-4.859663;-3.837726;4.105624
0;5;27;-7.730179;-6.637002;4.447003
0;5;28;15.549431;-14.911747;4.274146
0;5;29;-1.495111;-0.133775;5.556841
0;5;30;6.893115;-1.042159;1.926050
0;5;31;3.295013;1.344149;3.730842
0;5;32;-4.387325;0.190565;5.007605
0;5;33;-6.423641;3.182925;5.085238
0;5;34;1.536239;-3.333264;4.941634
0;5;35;-29.358143;0.242772;4.113141
0;5;36;-10.966564;-2.061746;1.648683
0;5;37;11.592279;1.748917;4.627638
0;5;38;-0.397664;2.335576;4.504335
0;5;39;1.732270;-20.150162;4.080887
0;5;40;0.048652;-11.563181;3.858708
0;5;41;-5.045891;-2.826162;3.188504
0;5;42;-21.272511;5.088222;3.398614
0;5;43;-27.710230;-2.403215;4.898268
0;5;44;-18.415134;0.629700;5.056327
0;5;45;4.502551;0.866479;5.617221
0;5;46;-2.581690;10.802161;4.876608
0;5;47;-2.210845;22.106148;3.029939
0;5;48;-18.761282;5.476838;5.435990
0;6;0;-1.782320;1.355208;3.939116
0;6;1;-16.815723;-0.914173;3.133079
0;6;2;1.132773;-0.653364;3.676361
0;6;3;-6.299939;-5.346646;3.795390
0;6;4;7.674943;-11.197143;3.719858
0;6;5;-2.453420;24.893883;4.211533
0;6;6;-9.036103;12.859373;2.415635
0;6;7;1.431652;3.464761;6.238654
0;6;8;6.481583;-3.921733;4.392091
0;6;9;-10.835315;-3.035044;2.972201
0;6;10;-10.011120;7.568331;3.140154
0;6;11;-50.959518;-4.468047;4.118184
0;6;12;10.520704;26.306131;5.374250
0;6;13;-15.540380;2.841251;5.457988
0;6;14;0.127525;-0.010689;1.939666
0;6;15;-1.766590;-1.537299;5.284046
0;6;16;14.542469;6.593044;5.810270
0;6;17;-37.643276;2.705528;4.059832
0;6;18;-26.623749;1.639309;4.782775
0;6;19;5.535700;1.143187;5.296334
0;6;20;1.805714;0.691778;3.933343
0;6;21;5.189959;1.104691;3.314319
0;6;22;-3.903566;-2.686078;3.229354
0;6;23;4.848054;0.636080;4.270508
0;6;24;-19.547615;2.629265;5.249775
0;6;25;38.354759;-21.958103;3.011720
0;6;26;-3.776606;-4.526969;5.069184
0;6;27;-9.581132;-8.907949;4.167386
0;6;28;6.129984;4.403496;4.556623
0;6;29;-3.348124;0.225671;3.772025
0;6;30;2.126456;-1.162488;3.938262
0;6;31;26.489866;-0.627615;6.038221
0;6;32;-4.493689;-1.025461;4.212395
0;6;33;-11.074501;-2.398173;3.782142
0;6;34;1.240799;0.468469;5.506331
0;6;35;-15.742025;0.519167;5.309916
0;6;36;-6.974165;-2.127491;2.170993
0;6;37;-9.754189;6.561904;4.912718
0;6;38;-0.736674;2.270319;4.165540
0;6;39;-3.047461;-17.412399;3.826549
0;6;40;0.065816;-17.667652;2.656328
0;6;41;6.807195;-3.968807;2.787493
0;6;42;-16.050682;-1.819437;3.210793
0;6;43;-10.352522;-0.881577;3.532244
0;6;44;-0.580341;-5.094068;4.105450
0;6;45;-1.635325;1.551575;5.179171
0;6;46;-2.075461;13.710636;3.079245
0;6;47;-1.677502;17.350679;3.890889
0;6;48;-1.071329;5.035153;1.619215
0;7;0;-15.950521;0.211760;2.851254
0;7;1;-0.945988;3.162623;3.525932
0;7;2;2.520367;-1.888785;4.433158
0;7;3;-3.595580;-1.088729;3.996855
0;7;4;-3.802276;-7.940776;3.224977
0;7;5;-5.506095;29.752329;5.655867
0;7;6;0.124955;19.580173;4.339393
0;7;7;0.193526;-0.206284;4.125627
0;7;8;-26.482918;0.508993;7.152412
0;7;9;1.130654;2.791394;3.715644
0;7;10;31.314610;5.996925;2.170096
0;7;11;-7.593555;2.300196;4.567957
0;7;12;16.713129;-2.810293;4.201790
0;7;13;-7.942832;6.926617;2.185463
0;7;14;0.198847;-1.277174;4.427607
0;7;15;-15.355591;-1.052689;3.331911
0;7;16;-79.059967;-12.895655;2.364697
0;7;17;-45.666489;3.139538;3.322057
0;7;18;-32.380116;3.633801;4.852416
0;7;19;-5.452885;-12.990107;3.345740
0;7;20;-0.262749;1.988015;2.323044
0;7;21;-0.245180;1.896023;3.210258
0;7;22;-11.840271;-1.654064;4.049232
0;7;23;3.374766;0.784524;4.315621
0;7;24;-0.827665;3.201054;4.383017
0;7;25;-9.290955;-19.916666;3.199500
0;7;26;-5.840075;-5.574023;5.273661
0;7;27;-8.498830;-5.856460;5.752566
0;7;28;-12.891277;11.176497;3.329347
0;7;29;-3.282740;0.037176;2.726817
0;7;30;2.471189;0.402094;6.293173
0;7;31;22.846718;-2.922101;3.102523
0;7;32;-5.229213;-5.692241;3.703776
0;7;33;-11.010499;-5.846409;2.397542
0;7;34;-2.420345;2.770090;4.703454
0;7;35;0.112026;0.098500;2.168517
0;7;36;-13.299688;-0.614064;4.731924
0;7;37;5.567584;-5.892413;3.928241
0;7;38;-2.947680;1.876255;2.549679
0;7;39;-2.943470;-8.706953;3.210677
0;7;40;0.122032;-12.278936;3.731346
0;7;41;-1.223964;-11.526682;5.097948
0;7;42;-4.214096;-5.231249;3.671465
0;7;43;0.103041;0.044808;2.022577
0;7;44;2.686687;-6.437119;4.858910
0;7;45;-2.207774;-0.914595;3.161543
0;7;46;-1.611936;14.518842;6.300220
0;7;47;-1.204715;-12.670500;3.769320
0;7;48;11.839577;4.712792;4.276059
0;8;0;-22.179388;12.873916;3.847026
0;8;1;4.014612;4.123447;1.836315
0;8;2;4.181631;2.670619;3.756610
0;8;3;12.799012;5.396430;4.946373
0;8;4;-11.257475;-2.233821;3.793302
0;8;5;-5.392704;24.239883;4.992954
0;8;6;3.909778;9.908679;2.536551
0;8;7;-0.389039;2.258724;4.900833
0;8;8;-13.356734;3.288643;4.260469
0;8;9;8.679348;-17.762589;3.704216
0;8;10;16.387794;1.848648;4.868865
0;8;11;28.095337;9.211558;3.163192
0;8;12;-13.091379;15.584171;4.145569
0;8;13;-2.397808;9.908297;4.137073
0;8;14;-0.059241;-0.306868;3.110374
0;8;15;-17.818901;0.427009;5.145288
0;8;16;-100.000000;-18.183989;2.038460
0;8;17;-36.593773;3.273136;4.931796
0;8;18;-30.833366;2.153147;4.549374
0;8;19;-9.393946;-23.189175;4.896709
0;8;20;-1.418157;2.905962;4.170068
0;8;21;3.680556;-0.309493;3.703575
0;8;22;11.702766;0.559635;4.615869
0;8;23;-0.186996;-0.031624;2.690354
0;8;24;0.924213;2.281283;3.271792
0;8;25;-36.842880;-16.461845;5.545756
0;8;26;-8.455547;-5.295151;4.960386
0;8;27;-6.422176;-1.062597;4.063819
0;8;28;-3.644935;7.797986;4.311452
0;8;29;0.037337;-0.083271;1.685755
0;8;30;3.921219;-0.873798;2.668773
0;8;31;17.634415;-2.005434;2.527080
0;8;32;-6.120863;-9.217189;3.192801
0;8;33;-9.015203;-8.241770;2.548104
0;8;34;-0.622651;-0.122708;4.002320
0;8;35;11.519787;-0.230148;5.200215
0;8;36;-15.712484;0.293264;4.074849
0;8;37;19.014616;-12.619638;3.113551
0;8;38;-2.694468;1.911715;3.128275
0;8;39;-3.094086;-10.280674;3.572967
0;8;40;0.107131;-12.369651;3.315304
0;8;41;-17.464455;-8.303328;5.370275
0;8;42;4.465452;0.786104;5.218808
0;8;43;-23.140705;-0.484627;5.377624
0;8;44;1.030045;-10.080035;1.797282
0;8;45;2.574127;-1.622607;5.683549
0;8;46;-1.976677;13.431630;3.364429
0;8;47;-0.691352;-25.986984;2.168382
0;8;48;2.009631;5.350409;2.423321
0;9;0;14.971392;13.606642;3.465773
0;9;1;-0.559807;-1.608516;5.715795
0;9;2;5.335467;3.949659;2.677161
0;9;3;2.209849;0.705925;3.803347
0;9;4;-6.783617;4.805181;3.945504
0;9;5;-2.637038;5.237856;4.269462
0;9;6;-3.689229;3.524399;5.464847
0;9;7;1.593209;3.363667;4.973067
0;9;8;18.891800;1.251230;3.076157
0;9;9;3.895933;-12.436740;4.061356
0;9;10;-18.162777;1.640707;4.469860
0;9;11;41.872166;12.284792;3.799023
0;9;12;-26.841642;28.294125;4.161075
0;9;13;-7.886906;10.604804;3.933525
0;9;14;0.031695;0.669696;2.266968
0;9;15;-2.600544;-1.886455;3.992827
0;9;16;-85.488708;-8.994776;3.946255
0;9;17;-32.366451;3.133568;4.001550
0;9;18;-27.177105;-6.428545;5.197021
0;9;19;-0.754218;-9.105142;3.196976
0;9;20;-1.090645;2.777987;2.844668
0;9;21;5.544792;-1.479343;6.550363
0;9;22;15.627329;0.882912;3.713624
0;9;23;-2.096947;-0.513463;4.840786
0;9;24;-42.698242;2.437621;4.823689
0;9;25;11.770111;-16.431925;4.665098
0;9;26;-9.347322;-4.592577;4.617882
0;9;27;-5.654920;1.093798;3.165028
0;9;28;11.706302;-4.952499;2.919822
0;9;29;2.403921;-0.159770;4.968200
0;9;30;8.498581;-1.116932;5.259037
0;9;31;7.595724;-1.079121;3.866570
0;9;32;-9.627700;-10.458637;5.592691
0;9;33;-6.306339;-8.648548;4.121025
0;9;34;1.108218;-2.068773;2.201578
0;9;35;0.562342;0.360343;5.110236
0;9;36;-10.002726;-3.575001;3.164918
0;9;37;27.521496;-10.188318;5.494321
0;9;38;-0.583984;2.196583;4.897839
0;9;39;-0.364658;-14.826310;4.569329
0;9;40;0.051961;-14.841716;3.326185
0;9;41;-14.154467;2.616287;4.881842
0;9;42;-9.855832;3.880822;3.123202
0;9;43;-16.419647;-1.674101;4.562991
0;9;44;-14.790664;-11.834371;4.331428
0;9;45;3.002785;2.248717;2.130126
0;9;46;-2.393174;11.685713;4.908808
0;9;47;-0.610009;-14.134768;4.669000
0;9;48;-7.651927;5.323066;3.823992
0;10;0;5.420192;-18.587645;5.686709
0;10;1;-15.584200;-1.455322;5.917555
0;10;2;2.281506;0.694881;4.178120
0;10;3;-5.777643;-1.986830;1.952585
0;10;4;6.165027;2.026590;2.965196
0;10;5;-0.047046;2.133480;2.731272
0;10;6;-8.505083;1.431994;6.587306
0;10;7;2.349332;0.144886;3.883358
0;10;8;4.874359;-3.132288;3.349109
0;10;9;-7.870183;4.683192;3.684141
0;10;10;24.434326;3.675917;4.639082
0;10;11;-24.096035;-3.636286;3.511695
0;10;12;10.433977;-0.170055;5.241843
0;10;13;-11.963531;2.451250;3.597706
0;10;14;0.133670;0.166747;4.258537
0;10;15;-7.485824;-2.707116;5.560247
0;10;16;-76.693497;-1.088994;3.157159
0;10;17;-48.682598;2.886651;3.053944
0;10;18;-26.939943;-2.500138;5.151785
0;10;19;0.221973;-2.236463;3.579343
0;10;20;0.106928;-1.006905;1.355571
0;10;21;10.012837;-0.448590;3.191792
0;10;22;-10.608671;-1.671885;4.623394
0;10;23;-2.718496;0.318346;4.129129
0;10;24;-65.430748;2.761640;4.877753
0;10;25;51.829670;-11.776985;4.024570
0;10;26;-5.821880;-4.928885;3.305663
0;10;27;-6.104890;-8.166045;3.657883
0;10;28;-2.897589;-5.969835;1.763019
0;10;29;2.111363;0.056343;2.266427
0;10;30;-1.991594;-0.889184;1.271519
0;10;31;10.321978;-0.771847;3.588530
0;10;32;-10.811399;-7.251737;4.120351
0;10;33;-6.989061;-1.347444;2.291965
0;10;34;0.707744;1.760743;4.015253
0;10;35;-8.098226;0.314239;3.139335
0;10;36;-6.094256;-4.804947;3.368544
0;10;37;-2.059967;-7.706723;3.140071
0;10;38;4.739817;2.408373;4.605709
0;10;39;-1.131599;-16.988064;2.011331
0;10;40;0.024079;-15.783428;2.366918
0;10;41;-12.814912;-9.097563;3.131701
0;10;42;-19.771549;5.696499;3.827311
0;10;43;-4.460464;-1.634602;5.565219
0;10;44;-18.285959;-2.248803;4.193787
0;10;45;2.888618;4.337933;2.742053
0;10;46;-1.830576;13.654376;4.228694
0;10;47;-1.612882;1.717413;5.054228
0;10;48;-4.503366;4.896584;5.003590
0;11;0;-15.627248;6.167173;4.829690
0;11;1;0.004102;7.330283;1.760185
0;11;2;-0.058937;-0.399135;3.988454
0;11;3;-2.263974;2.853610;3.923419
0;11;4;12.147286;-0.798334;3.886953
0;11;5;-3.469391;11.459901;6.610101
0;11;6;-11.550925;19.723064;5.287512
0;11;7;1.684317;-0.330599;3.581642
0;11;8;-10.110263;-2.021058;1.610519
0;11;9;1.360929;-0.287685;4.309444
0;11;10;32.097164;8.566875;4.064187
0;11;11;-5.469227;-8.463206;6.759457
0;11;12;12.302730;18.374699;4.418087
0;11;13;5.155870;-6.537628;5.538413
0;11;14;0.114434;-1.505218;4.939886
0;11;15;-9.607086;-3.043109;3.851450
0;11;16;-22.163097;-7.380202;4.977760
0;11;17;-43.231251;2.985361;2.295725
0;11;18;-31.682800;1.804910;3.986095
0;11;19;-2.561622;-19.175171;5.214284
0;11;20;0.980970;-3.769285;2.438030
0;11;21;11.622684;1.918693;3.736076
0;11;22;-12.206701;0.210376;3.916575
0;11;23;-0.450912;0.472196;6.470925
0;11;24;34.569252;2.560849;5.764820
0;11;25;-0.648952;-21.691650;4.001951
0;11;26;-6.561816;-5.301771;4.864705
0;11;27;-8.385237;-9.547860;5.873061
0;11;28;-11.864669;2.268930;3.852498
0;11;29;-5.480497;-0.642214;5.506226
0;11;30;-9.647785;-0.722963;4.571122
0;11;31;15.347065;-0.862773;3.675551
0;11;32;-7.858476;-7.582566;4.772210
0;11;33;-7.477133;3.740971;5.318565
0;11;34;-0.430781;1.156823;5.017109
0;11;35;-7.741125;0.025250;2.398739
0;11;36;-13.987394;0.321716;2.052476
0;11;37;-9.638834;-3.050304;3.221465
0;11;38;1.419922;-15.625200;5.268677
0;11;39;-0.508050;-17.049839;4.710869
0;11;40;0.014030;-13.496769;4.270318
0;11;41;-14.627860;-14.241890;4.419456
0;11;42;-15.164019;0.264850;4.486004
0;11;43;-7.068455;-0.852527;2.946625
0;11;44;-10.150159;-4.618840;4.597195
0;11;45;2.491809;-0.747646;5.787360
0;11;46;-1.927709;14.689198;2.973107
0;11;47;-2.566829;5.103408;4.015877
0;11;48;6.205067;4.726280;4.428107
0;12;0;-11.581278;18.696159;4.809839
0;12;1;10.958451;10.979284;1.331534
0;12;2;0.378041;-0.154614;4.747401
0;12;3;9.536364;3.125567;5.017459
0;12;4;6.994491;0.155125;2.375124
0;12;5;-11.058758;26.556145;3.950272
0;12;6;1.059554;8.991106;1.510737
0;12;7;-4.850914;2.291328;3.887269
0;12;8;-21.046700;-1.210034;2.795058
0;12;9;-0.374599;-14.027643;3.001258
0;12;10;-33.483624;8.752512;5.478597
0;12;11;32.689823;17.326702;3.678939
0;12;12;10.773660;27.082666;2.816013
0;12;13;9.419634;-3.383237;5.499663
0;12;14;0.087138;-1.277226;3.521079
0;12;15;-13.286525;-0.482002;5.536468
0;12;16;-100.000000;-17.879261;1.375902
0;12;17;-33.099655;3.094471;2.376863
0;12;18;-35.165443;4.132646;4.169615
0;12;19;-6.269490;-20.519611;5.605877
0;12;20;-0.110539;-0.630330;3.276727
0;12;21;2.484799;2.059999;4.719770
0;12;22;11.459827;1.210851;5.157691
0;12;23;1.036115;0.472146;3.982694
0;12;24;38.006775;2.844782;2.432733
0;12;25;-4.239604;-26.768963;3.896851
0;12;26;-7.976133;-5.244620;2.570505
0;12;27;-7.176847;0.558810;5.025909
0;12;28;0.874446;3.599830;4.473196
0;12;29;-5.372821;-0.642947;4.510023
0;12;30;-0.718158;-0.928283;3.318698
0;12;31;-3.728338;-1.325541;3.844145
0;12;32;3.475024;-16.131496;5.242177
0;12;33;-7.269615;0.769034;4.029393
0;12;34;-1.079585;-0.297662;2.947589
0;12;35;8.408375;-0.175429;4.954105
0;12;36;-15.941628;1.030366;1.866830
0;12;37;26.365114;-10.134312;4.023760
0;12;38;-5.095891;-6.361816;3.431852
0;12;39;0.236781;-13.237248;3.951441
0;12;40;0.034554;-12.875486;2.098379
0;12;41;-11.452760;2.627890;5.349822
0;12;42;-8.060830;-4.943418;2.366930
0;12;43;-13.542721;-0.505446;6.873276
0;12;44;1.835774;-8.991427;2.613897
0;12;45;2.671394;-1.306008;3.594105
0;12;46;-2.079746;14.376762;3.743775
0;12;47;-2.947349;-10.183803;3.176215
0;12;48;2.064029;4.800883;3.242592
0;13;0;-9.999054;0.687620;2.006220
0;13;1;1.066531;6.472447;4.588516
0;13;2;16.457548;8.877282;4.568040
0;13;3;-3.119846;1.220411;3.054737
0;13;4;-3.983086;1.641873;2.610795
0;13;5;-3.976905;20.575554;3.584220
0;13;6;10.263237;1.158451;4.236733
0;13;7;-2.673602;3.884376;2.969862
0;13;8;-5.655259;0.578633;4.790838
0;13;9;-41.620567;-25.067104;3.768058
0;13;10;-16.856050;0.186527;3.808505
0;13;11;22.537743;25.894178;4.552554
0;13;12;-5.389817;23.453674;6.027970
0;13;13;11.864803;1.234833;3.544536
0;13;14;0.070677;-0.653652;2.980913
0;13;15;-27.996243;-22.626741;2.522951
0;13;16;-37.145439;-14.189218;3.852962
0;13;17;-28.221687;3.085041;2.744198
0;13;18;-25.603931;0.336306;4.494941
0;13;19;0.905164;-3.342081;3.061649
0;13;20;-0.630498;1.268168;4.398667
0;13;21;1.909482;0.786012;3.031399
0;13;22;7.780600;-0.837560;4.038178
0;13;23;-3.380090;-0.571187;5.609115
0;13;24;-22.960239;3.151532;2.667522
0;13;25;39.554951;-6.135769;4.417899
0;13;26;-7.941416;-4.835167;3.566137
0;13;27;-5.974607;5.504827;4.305244
0;13;28;9.006281;-1.871929;1.999994
0;13;29;0.763572;-0.362066;4.155525
0;13;30;4.771506;-1.066246;2.994267
0;13;31;-8.150702;-1.471017;5.354496
0;13;32;2.173234;-16.424799;5.257711
0;13;33;-6.799969;-8.499409;6.068531
0;13;34;-0.211748;-1.157628;4.067529
0;13;35;2.995838;0.245500;2.130565
0;13;36;-12.141306;-2.773102;3.618373
0;13;37;13.083792;-2.552323;4.005863
0;13;38;-5.991421;-13.142206;2.153287
0;13;39;-1.235426;-11.798389;3.970498
0;13;40;0.167038;-13.027561;3.037267
0;13;41;-0.489546;-6.741539;5.577418
0;13;42;-8.215689;-6.364714;4.183466
