action;iteration;particle;x;y;fitness;velocity_x;velocity_y
0;1;31;-1.673125;-5.645048;65.437164;-1.000000;1.000000
0;1;32;6.956570;-6.859620;99.462450;-1.000000;1.000000
0;1;33;6.313655;-4.029101;70.156408;-1.000000;1.000000
0;1;34;4.295443;0.808028;38.354576;-1.000000;-0.956603
0;1;35;-0.862785;-2.263668;20.218213;-1.000000;-0.016618
0;1;36;7.922256;-4.941462;89.018539;-1.000000;1.000000
0;1;37;0.970529;-2.372975;23.724439;-1.000000;0.230627
0;1;38;-7.965430;-4.645511;101.367486;1.000000;0.558288
0;1;39;-3.052336;-7.371118;81.082433;0.716808;0.426626
0;1;40;2.520713;7.239623;88.030030;-1.000000;-1.000000
0;1;41;1.320929;-0.224872;24.533643;-1.000000;-1.000000
0;1;42;3.728417;-1.714950;40.378578;-1.000000;1.000000
0;1;43;-4.498333;-2.376259;63.007844;1.000000;1.000000
0;1;44;0.868161;-5.686312;50.222745;1.000000;1.000000
0;1;45;-4.563433;-6.642167;100.428266;0.606643;-0.393215
0;1;46;-1.627366;-5.808850;59.742279;0.380661;1.000000
0;1;47;-1.393501;-1.099391;22.881387;-0.189485;1.000000
0;1;48;1.185209;7.094130;59.470565;-1.000000;-1.000000
0;2;0;1.521275;-1.861750;29.232589;0.059347;-0.178698
0;2;1;6.014824;7.784724;104.658864;-1.000000;-1.000000
0;2;2;-3.151525;-4.353443;49.136026;1.000000;1.000000
0;2;3;-5.582897;-9.000000;130.842674;1.000000;1.000000
0;2;4;4.835624;-4.556601;68.396018;-1.000000;1.000000
0;2;5;-0.610986;4.484373;58.100230;-0.740267;-1.000000
0;2;6;1.443196;6.408878;80.931641;-1.000000;-1.000000
0;2;7;0.637770;-4.304652;48.785151;-1.000000;1.000000
0;2;8;5.179565;0.423015;51.577072;-1.000000;-0.995874
0;2;9;0.481392;-0.095422;21.916710;-0.729844;-0.729844
0;2;10;6.464252;-4.517525;101.882818;-0.833888;1.000000
0;2;11;-8.956390;3.072557;91.051884;0.079419;-0.187470
0;2;12;-5.384875;-4.404558;84.148066;1.000000;1.000000
0;2;13;5.583682;-5.220869;85.264075;-1.000000;-1.000000
0;2;14;3.947179;1.341646;33.371262;-0.907947;-1.000000
0;2;15;-0.169038;-2.109670;11.890549;0.872334;0.025683
0;2;16;4.564978;-7.507258;116.365656;-1.000000;1.000000
0;2;17;7.852924;-0.890431;68.713423;-1.000000;-1.000000
0;2;18;-5.661766;0.647815;63.727884;0.784753;-1.000000
0;2;19;-2.489905;-5.788238;67.303698;-0.513633;0.729844
0;2;20;3.719428;-5.467111;75.419819;1.000000;1.000000
0;2;21;7.282483;-3.627147;95.192638;-1.000000;1.000000
0;2;22;0.186357;-2.297853;24.383396;-1.000000;1.000000
0;2;23;4.792609;2.795308;45.329005;-1.000000;-1.000000
0;2;24;-0.421012;-6.067938;56.687975;1.000000;1.000000
0;2;25;-4.691711;-5.585328;85.386041;1.000000;-0.848643
0;2;26;4.731577;4.931032;58.782161;-1.000000;-1.000000
0;2;27;4.807827;-5.441614;78.507026;0.907197;1.000000
0;2;28;1.937461;4.324708;37.742548;-1.000000;-1.000000
0;2;29;0.750523;-7.525747;87.036716;0.740646;1.000000
0;2;30;-3.287164;3.940506;39.337523;1.000000;-1.000000
0;2;31;-2.673125;-4.645048;59.493317;-1.000000;1.000000
0;2;32;5.956570;-5.950438;71.739417;-1.000000;0.909182
0;2;33;5.313655;-3.029101;51.470894;-1.000000;1.000000
0;2;34;3.295443;-0.191972;30.147634;-1.000000;-1.000000
0;2;35;0.137215;-2.230840;17.286455;1.000000;0.032827
0;2;36;6.922256;-3.941462;65.291105;-1.000000;1.000000
0;2;37;0.240685;-2.204654;21.522693;-0.729844;0.168321
0;2;38;-6.965430;-3.645511;78.145603;1.000000;1.000000
0;2;39;-2.052336;-6.978642;53.539246;1.000000;0.392476
0;2;40;1.520713;6.239623;70.509359;-1.000000;-1.000000
0;2;41;0.397728;-1.224872;28.091633;-0.923201;-1.000000
0;2;42;2.797533;-1.367550;33.486490;-0.930884;0.347400
0;2;43;-3.498333;-1.376259;51.258660;1.000000;1.000000
0;2;44;1.713599;-4.686312;51.060914;0.845437;1.000000
0;2;45;-3.563433;-6.167203;74.977897;1.000000;0.474963
0;2;46;-1.707481;-4.808850;45.066445;-0.080115;1.000000
0;2;47;-1.208284;-2.099391;15.163642;0.185217;-1.000000
0;2;48;0.282517;6.094130;50.945721;-0.902692;-1.000000
0;3;0;0.998209;-2.320269;20.653775;-0.523066;-0.458518
0;3;1;5.014824;6.784724;79.059767;-1.000000;-1.000000
0;3;2;-2.151525;-3.353443;36.126089;1.000000;1.000000
0;3;3;-4.582897;-8.000000;103.676881;1.000000;1.000000
0;3;4;3.835624;-3.857235;38.226732;-1.000000;0.699366
0;3;5;-0.792367;3.484373;40.089869;-0.181381;-1.000000
0;3;6;0.661106;5.408878;63.397789;-0.782089;-1.000000
0;3;7;0.308148;-3.304652;37.955268;-0.329622;1.000000
0;3;8;4.179565;-0.576985;42.371913;-1.000000;-1.000000
0;3;9;-0.051280;-0.628094;17.843986;-0.532672;-0.532672
0;3;10;5.604202;-3.517525;81.651687;-0.860050;1.000000
0;3;11;-7.956390;2.072557;68.993990;1.000000;-1.000000
0;3;12;-4.384875;-3.404558;66.569201;1.000000;1.000000
0;3;13;4.583682;-5.217812;74.876313;-1.000000;0.003057
0;3;14;2.947179;0.341646;24.793611;-1.000000;-1.000000
0;3;15;0.694059;-1.891242;19.746856;0.863097;0.218428
0;3;16;3.564978;-6.507258;94.221184;-1.000000;1.000000
0;3;17;6.852924;-1.890431;56.788436;-1.000000;-1.000000
0;3;18;-5.089019;-0.082029;28.727757;0.572747;-0.729844
0;3;19;-1.489905;-4.788238;52.747412;1.000000;1.000000
0;3;20;4.719428;-4.586715;73.772156;1.000000;0.880396
0;3;21;6.282483;-2.863035;63.173373;-1.000000;0.764111
0;3;22;-0.679810;-1.529305;36.900439;-0.866168;0.768547
0;3;23;3.792609;1.795308;32.153171;-1.000000;-1.000000
0;3;24;0.578988;-5.067938;45.710074;1.000000;1.000000
0;3;25;-3.691711;-5.154946;58.159631;1.000000;0.430382
0;3;26;4.617657;3.931032;55.089764;-0.113921;-1.000000
0;3;27;4.495728;-4.441614;79.270531;-0.312098;1.000000
0;3;28;0.937461;3.324708;27.218211;-1.000000;-1.000000
0;3;29;1.087427;-6.525747;65.108516;0.336904;1.000000
0;3;30;-2.287164;2.940506;26.882184;1.000000;-1.000000
0;3;31;-3.608731;-3.645048;60.191706;-0.935606;1.000000
0;3;32;4.956570;-4.950438;49.925402;-1.000000;1.000000
0;3;33;4.313655;-2.029101;36.785381;-1.000000;1.000000
0;3;34;2.295443;-0.939429;19.683686;-1.000000;-0.747457
0;3;35;0.867059;-2.206882;16.236330;0.729844;0.023959
0;3;36;5.922256;-2.941462;45.563670;-1.000000;1.000000
0;3;37;-0.291987;-2.081805;18.318965;-0.532672;0.122848
0;3;38;-5.965430;-2.645511;58.923720;1.000000;1.000000
0;3;39;-1.052336;-5.978642;37.477291;1.000000;1.000000
0;3;40;0.520713;5.239623;56.988687;-1.000000;-1.000000
0;3;41;0.067476;-1.843966;8.723132;-0.330252;-0.619094
0;3;42;1.797533;-1.320734;26.332581;-1.000000;0.046816
0;3;43;-2.498333;-0.635660;43.227139;1.000000;0.740599
0;3;44;0.713599;-3.686312;40.261094;-1.000000;1.000000
0;3;45;-2.563433;-5.167203;57.516625;1.000000;1.000000
0;3;46;-1.429903;-3.808850;41.983664;0.277579;1.000000
0;3;47;-1.067884;-2.829236;15.265481;0.140400;-0.729844
0;3;48;-0.717483;5.094130;40.192428;-1.000000;-1.000000
0;4;0;0.579938;-2.213362;31.718463;-0.418271;0.106907
0;4;1;4.014824;5.784724;57.460671;-1.000000;-1.000000
0;4;2;-1.151525;-2.353443;27.116152;1.000000;1.000000
0;4;3;-3.582897;-7.000000;80.511087;1.000000;1.000000
0;4;4;3.105780;-3.346807;38.689941;-0.729844;0.510428
0;4;5;-1.153581;2.484373;31.760339;-0.361214;-1.000000
0;4;6;0.481475;4.408878;58.007669;-0.179631;-1.000000
0;4;7;0.353071;-2.304652;34.835716;0.044923;1.000000
0;4;8;3.179565;-1.408210;36.192645;-1.000000;-0.831224
0;4;9;-0.440048;-1.016862;20.582594;-0.388768;-0.388768
0;4;10;4.604202;-2.517525;65.408233;-1.000000;1.000000
0;4;11;-6.956390;1.072557;50.936095;1.000000;-1.000000
0;4;12;-3.384875;-2.404558;52.990336;1.000000;1.000000
0;4;13;3.583682;-4.217812;57.273324;-1.000000;1.000000
0;4;14;1.995564;-0.658354;19.864914;-0.951615;-1.000000
0;4;15;0.198736;-1.789730;17.606541;-0.495323;0.101511
0;4;16;2.564978;-5.507258;76.076712;-1.000000;1.000000
0;4;17;5.852924;-0.890431;41.301725;-1.000000;1.000000
0;4;18;-4.671003;-0.614701;54.471852;0.418016;-0.532672
0;4;19;-2.489905;-3.788238;48.150746;-1.000000;1.000000
0;4;20;4.936162;-3.586715;56.575998;0.216734;1.000000
0;4;21;5.282483;-1.863035;46.882336;-1.000000;1.000000
0;4;22;0.320190;-1.818052;23.529649;1.000000;-0.288747
0;4;23;2.792609;0.795308;22.977336;-1.000000;-1.000000
0;4;24;1.578988;-4.067938;38.732174;1.000000;1.000000
0;4;25;-4.691711;-4.154946;57.233161;-1.000000;1.000000
0;4;26;4.401934;2.931032;47.053271;-0.215723;-1.000000
0;4;27;3.495728;-3.441614;63.395846;-1.000000;1.000000
0;4;28;0.206477;2.324708;27.269752;-0.730984;-1.000000
0;4;29;0.615075;-5.525747;68.279609;-0.472352;1.000000
0;4;30;-1.287164;1.940506;18.426846;1.000000;-1.000000
0;4;31;-2.636333;-2.645048;46.623254;0.972398;1.000000
0;4;32;4.008754;-3.950438;32.172161;-0.947816;1.000000
0;4;33;3.313655;-1.029101;26.099867;-1.000000;1.000000
0;4;34;1.295443;-1.936341;19.033513;-1.000000;-0.996912
0;4;35;0.966661;-1.768669;13.110881;0.099602;0.438212
0;4;36;4.922256;-1.962094;29.530246;-1.000000;0.979368
0;4;37;-0.680755;-1.992145;18.659067;-0.388768;0.089660
0;4;38;-4.965430;-1.645511;43.701837;1.000000;1.000000
0;4;39;-0.322492;-5.248797;51.977256;0.729844;0.729844
0;4;40;-0.479287;4.239623;47.468016;-1.000000;-1.000000
0;4;41;-0.173557;-2.295808;23.518938;-0.241032;-0.451842
0;4;42;0.797533;-1.617558;27.704061;-1.000000;-0.296824
0;4;43;-1.498333;-0.316901;36.425670;1.000000;0.318759
0;4;44;-0.286401;-2.686312;33.461273;-1.000000;1.000000
0;4;45;-1.563433;-4.298258;53.121466;1.000000;0.868945
0;4;46;-1.026074;-2.808850;15.462403;0.403829;1.000000
0;4;47;-1.162728;-1.972739;10.177183;-0.094844;0.856497
0;4;48;-0.423009;4.094130;37.491980;0.294474;-1.000000
0;5;0;0.680730;-2.059752;19.618736;0.100792;0.153610
0;5;1;3.014824;4.784724;39.861575;-1.000000;-1.000000
0;5;2;-0.151525;-1.353443;22.106214;1.000000;1.000000
0;5;3;-2.582897;-6.000000;61.345294;1.000000;1.000000
0;5;4;2.105780;-2.521144;32.830926;-1.000000;0.825663
0;5;5;-1.417624;1.484373;42.855029;-0.264043;-1.000000
0;5;6;0.844697;3.408878;35.134193;0.363222;-1.000000
0;5;7;0.456399;-1.519871;42.067562;0.103328;0.784781
0;5;8;2.179565;-2.151659;19.304426;-1.000000;-0.743449
0;5;9;-0.364920;-0.637923;33.623666;0.075128;0.378939
0;5;10;3.604202;-1.517525;53.164779;-1.000000;1.000000
0;5;11;-5.956390;0.072557;36.878201;1.000000;-1.000000
0;5;12;-2.384875;-1.404558;43.411471;1.000000;1.000000
0;5;13;2.583682;-3.217812;43.670336;-1.000000;1.000000
0;5;14;0.995564;-1.658354;19.190492;-1.000000;-1.000000
0;5;15;-0.652006;-1.895370;21.877162;-0.850742;-0.105640
0;5;16;1.564978;-4.751740;54.096942;-1.000000;0.755518
0;5;17;4.852924;0.006267;27.533162;-1.000000;0.896697
0;5;18;-5.053863;0.348046;42.007988;-0.382860;0.962747
0;5;19;-3.489905;-2.788238;47.554080;-1.000000;1.000000
0;5;20;3.936162;-2.586715;41.530244;-1.000000;1.000000
0;5;21;4.282483;-0.863035;34.591299;-1.000000;1.000000
0;5;22;0.662031;-2.045846;20.285902;0.341841;-0.227794
0;5;23;1.792609;0.320340;24.947840;-1.000000;-0.474968
0;5;24;2.578988;-3.067938;35.754277;1.000000;1.000000
0;5;25;-5.691711;-3.154946;60.306691;-1.000000;1.000000
0;5;26;3.401934;1.931032;34.387340;-1.000000;-1.000000
0;5;27;2.495728;-2.441614;51.521160;-1.000000;1.000000
0;5;28;0.418047;1.324708;35.156462;0.211571;-1.000000
0;5;29;0.441225;-4.525747;59.872322;-0.173850;1.000000
0;5;30;-0.287164;0.940506;13.971507;1.000000;-1.000000
0;5;31;-1.636333;-1.645048;38.060491;1.000000;1.000000
0;5;32;3.008754;-2.950438;18.253778;-1.000000;1.000000
0;5;33;2.313655;-1.580683;40.487674;-1.000000;-0.551582
0;5;34;0.295443;-2.569769;38.562041;-1.000000;-0.633428
0;5;35;0.500262;-1.522463;42.468709;-0.466399;0.246207
0;5;36;3.922256;-1.041391;17.974397;-1.000000;0.920703
0;5;37;-0.143799;-2.087439;9.661137;0.536956;-0.095293
0;5;38;-3.965430;-1.287488;29.950945;1.000000;0.358023
0;5;39;-0.923108;-4.248797;29.973379;-0.600616;1.000000
0;5;40;-0.662590;3.239623;35.502824;-0.183302;-1.000000
0;5;41;-0.056075;-1.914928;5.679262;0.117482;0.380880
0;5;42;0.364565;-1.518139;38.965350;-0.432968;0.099419
0;5;43;-0.498333;-1.316901;36.062805;1.000000;-1.000000
0;5;44;-1.017532;-1.686312;17.835336;-0.731131;1.000000
0;5;45;-0.563433;-3.298258;43.398084;1.000000;1.000000
0;5;46;-0.880511;-1.808850;13.121647;0.145563;1.000000
0;5;47;-1.231949;-1.347630;27.958767;-0.069221;0.625109
0;5;48;0.394661;3.094130;29.316467;0.817670;-1.000000
0;6;0;0.891250;-2.021412;7.215823;0.210521;0.038340
0;6;1;2.014824;3.784724;26.262479;-1.000000;-1.000000
0;6;2;0.160214;-0.672828;19.792556;0.311740;0.680616
0;6;3;-1.768293;-5.000000;36.980026;0.814604;1.000000
0;6;4;1.105780;-1.792992;13.897596;-1.000000;0.728152
0;6;5;-1.280045;0.484373;33.701584;0.137579;-1.000000
0;6;6;1.224507;2.408878;34.112493;0.379810;-1.000000
0;6;7;0.508699;-2.162628;29.702686;0.052299;-0.642757
0;6;8;1.179565;-2.637273;30.569409;-1.000000;-0.485614
0;6;9;0.460266;-0.344242;35.601692;0.825185;0.293682
0;6;10;2.604202;-0.517525;44.921325;-1.000000;1.000000
0;6;11;-4.956390;-0.668103;40.306869;1.000000;-0.740660
0;6;12;-1.384875;-0.404558;37.832606;1.000000;1.000000
0;6;13;1.583682;-2.217812;34.067348;-1.000000;1.000000
0;6;14;-0.004436;-2.540066;26.140636;-1.000000;-0.881713
0;6;15;-0.319001;-2.101140;20.669586;0.333005;-0.205770
0;6;16;0.564978;-3.751740;43.463506;-1.000000;1.000000
0;6;17;4.123080;0.660716;35.600732;-0.729844;0.654449
0;6;18;-4.053863;0.667361;32.408581;1.000000;0.319315
0;6;19;-4.489905;-1.788238;50.957418;-1.000000;1.000000
0;6;20;2.936162;-1.586715;30.484491;-1.000000;1.000000
0;6;21;3.447103;-0.629182;48.613976;-0.835380;0.233853
0;6;22;0.847499;-2.138195;13.078914;0.185468;-0.092349
0;6;23;0.792609;0.909531;10.382674;-1.000000;0.589191
0;6;24;3.578988;-2.067938;36.776376;1.000000;1.000000
0;6;25;-4.691711;-3.654630;64.589603;1.000000;-0.499684
0;6;26;2.546861;0.931032;27.847297;-0.855072;-1.000000
0;6;27;1.495728;-1.561971;43.924813;-1.000000;0.879643
0;6;28;1.418047;0.324708;35.343141;1.000000;-1.000000
0;6;29;-0.227517;-3.525747;40.944152;-0.668742;1.000000
0;6;30;0.622123;-0.059494;18.278899;0.909287;-1.000000
0;6;31;-0.636333;-0.645048;33.497727;1.000000;1.000000
0;6;32;2.278910;-2.220593;30.093768;-0.729844;0.729844
0;6;33;1.936594;-2.580683;29.935769;-0.377061;-1.000000
0;6;34;0.125841;-2.301869;21.482431;-0.169602;0.267900
0;6;35;0.421775;-2.022385;23.182923;-0.078488;-0.499922
0;6;36;2.922256;-1.704577;25.430114;-1.000000;-0.663186
0;6;37;0.248095;-2.156988;19.077377;0.391894;-0.069549
0;6;38;-2.965430;-1.733927;23.043402;1.000000;-0.446440
0;6;39;-1.353157;-3.248797;38.347311;-0.430049;1.000000
0;6;40;-0.400347;2.239623;32.627631;0.262242;-1.000000
0;6;41;0.029669;-1.636945;19.374662;0.085743;0.277983
0;6;42;0.740805;-1.630129;30.623089;0.376240;-0.111990
0;6;43;-0.276414;-2.316901;31.177237;0.221919;-1.000000
0;6;44;-0.537104;-1.411988;40.521211;0.480429;0.274324
0;6;45;-0.091922;-2.298258;19.898376;0.471511;1.000000
0;6;46;-1.030293;-1.159759;7.216117;-0.149782;0.649090
0;6;47;-1.267399;-1.710178;28.098125;-0.035450;-0.362548
0;6;48;0.775078;2.253781;24.348620;0.380417;-0.840349
0;7;0;1.185176;-1.999900;11.442933;0.293926;0.021512
0;7;1;1.014824;2.784724;16.663382;-1.000000;-1.000000
0;7;2;-0.839786;-1.046030;6.867826;-1.000000;-0.373202
0;7;3;-0.768293;-4.000000;25.443440;1.000000;1.000000
0;7;4;0.105780;-0.945402;3.616215;-1.000000;0.847590
0;7;5;-1.091557;0.280751;14.799993;0.188488;-0.203622
0;7;6;1.298199;1.408878;35.057929;0.073692;-1.000000
0;7;7;0.818131;-2.571140;32.146408;0.309432;-0.408512
0;7;8;1.351121;-1.637273;36.946195;0.171556;1.000000
0;7;9;0.886641;-0.477427;23.344757;0.426375;-0.133185
0;7;10;1.604202;0.072862;21.540720;-1.000000;0.590387
0;7;11;-3.956390;-1.668103;33.730292;1.000000;-1.000000
0;7;12;-0.384875;0.595442;36.253741;1.000000;1.000000
0;7;13;0.583682;-1.427697;40.014008;-1.000000;0.790115
0;7;14;-0.575210;-1.540066;41.291529;-0.570774;1.000000
0;7;15;0.575489;-2.038667;23.677108;0.894490;0.062473
0;7;16;-0.210487;-2.844444;20.086036;-0.775465;0.907297
0;7;17;5.123080;0.251794;39.266217;1.000000;-0.408922
0;7;18;-3.053863;-0.332639;24.966132;1.000000;-1.000000
0;7;19;-3.489905;-0.788238;40.401131;1.000000;1.000000
0;7;20;1.936162;-0.932690;6.293394;-1.000000;0.654025
0;7;21;2.447103;-1.629182;44.978135;-1.000000;-1.000000
0;7;22;0.559730;-2.029151;23.902017;-0.287769;0.109044
0;7;23;0.062765;1.339548;17.900210;-0.729844;0.430017
0;7;24;2.578988;-1.067938;27.482525;-1.000000;1.000000
0;7;25;-3.691711;-4.015618;43.383114;1.000000;-0.360988
0;7;26;2.098312;-0.068968;7.179931;-0.448549;-1.000000
0;7;27;0.734748;-1.062228;13.379670;-0.760980;0.499744
0;7;28;1.729045;-0.425746;33.414983;0.310997;-0.750454
0;7;29;0.112774;-2.525747;28.668691;0.340292;1.000000
0;7;30;-0.377877;-1.059494;19.153642;-1.000000;-1.000000
0;7;31;0.202644;0.354952;23.361963;0.838977;1.000000
0;7;32;3.189550;-2.921832;26.184893;0.910640;-0.701238
0;7;33;2.936594;-2.511710;35.688355;1.000000;0.068973
0;7;34;0.430980;-1.301869;34.156538;0.305139;1.000000
0;7;35;0.517667;-2.109220;26.918975;0.095892;-0.086836
0;7;36;1.922256;-2.017603;8.996432;-1.000000;-0.313026
0;7;37;0.172092;-2.130672;13.052836;-0.076003;0.026316
0;7;38;-1.965430;-2.064085;9.158093;1.000000;-0.330157
0;7;39;-1.047231;-3.940619;17.750271;0.305926;-0.691822
0;7;40;-0.066931;1.289869;15.018466;0.333417;-0.949754
0;7;41;-0.091566;-2.181760;12.220838;-0.121235;-0.544815
0;7;42;1.740805;-1.678896;30.746967;1.000000;-0.048767
0;7;43;-0.627458;-2.474604;43.351350;-0.351045;-0.157703
0;7;44;-0.693165;-1.709499;29.415876;-0.156061;-0.297511
0;7;45;-0.011995;-1.298258;14.699915;0.079926;1.000000
0;7;46;-1.139611;-0.686025;19.288588;-0.109318;0.473735
0;7;47;-1.031434;-1.894918;6.950604;0.235965;-0.184740
0;7;48;0.343014;1.253781;27.444343;-0.432064;-1.000000
0;8;0;1.142837;-2.139142;13.230412;-0.042339;-0.139241
0;8;1;0.014824;1.784724;11.064286;-1.000000;-1.000000
0;8;2;-1.569630;-1.318409;37.427215;-0.729844;-0.272379
0;8;3;0.231707;-3.000000;17.906855;1.000000;1.000000
0;8;4;-0.624064;-0.326793;32.248757;-0.729844;0.618609
0;8;5;-0.091557;-0.443710;21.195856;1.000000;-0.724460
0;8;6;0.962014;0.763791;10.926872;-0.336185;-0.645087
0;8;7;0.746772;-2.192004;22.001531;-0.071359;0.379136
0;8;8;0.351121;-1.532176;38.201853;-1.000000;0.105097
0;8;9;0.256355;-0.619691;28.151932;-0.630286;-0.142264
0;8;10;0.604202;-0.503648;38.548284;-1.000000;-0.576510
0;8;11;-2.956390;-1.677572;26.322877;1.000000;-0.009469
0;8;12;-0.261567;1.010892;11.839869;0.123308;0.415449
0;8;13;1.583682;-1.495468;43.389696;1.000000;-0.067770
0;8;14;0.239315;-1.188117;17.007028;0.814525;0.351950
0;8;15;0.344523;-1.873931;22.202931;-0.230965;0.164736
0;8;16;-0.616548;-2.087807;23.659218;-0.406061;0.756636
0;8;17;4.123080;-0.396007;37.940933;-1.000000;-0.647801
0;8;18;-2.324019;-1.062483;21.775626;0.729844;-0.729844
0;8;19;-2.489905;-0.159003;30.793724;1.000000;0.629236
0;8;20;1.206318;-0.455354;28.561382;-0.729844;0.477336
0;8;21;2.427031;-1.947217;29.194315;-0.020072;-0.318035
0;8;22;0.689814;-1.934541;18.744362;0.130083;0.094611
0;8;23;0.378443;1.334610;34.216087;0.315678;-0.004939
0;8;24;1.578988;-0.179983;27.060375;-1.000000;0.887955
0;8;25;-2.691711;-3.015618;29.968455;1.000000;1.000000
0;8;26;1.770941;-0.798812;19.443268;-0.327371;-0.729844
0;8;27;0.764155;-0.537471;29.708727;0.029406;0.524757
0;8;28;0.729045;0.574254;31.105401;-1.000000;1.000000
0;8;29;1.112774;-1.525747;25.842743;1.000000;1.000000
0;8;30;-0.705403;-1.978678;17.267976;-0.327525;-0.919183
0;8;31;-0.562166;-0.645048;36.105595;-0.764810;-1.000000
0;8;32;2.189550;-3.921832;27.649456;-1.000000;-1.000000
0;8;33;3.591536;-1.511710;53.548529;0.654942;1.000000
0;8;34;0.977817;-1.493799;23.276948;0.546837;-0.191930
0;8;35;0.030440;-1.878998;6.467467;-0.487226;0.230222
0;8;36;1.192412;-2.246063;22.679353;-0.729844;-0.228460
0;8;37;1.172092;-2.017228;10.799626;1.000000;0.113444
0;8;38;-1.235586;-2.305048;29.325702;0.729844;-0.240963
0;8;39;-0.814059;-3.347304;33.689912;0.233172;0.593316
0;8;40;0.182706;0.289869;18.492981;0.249636;-1.000000
0;8;41;-0.110802;-2.545398;28.414352;-0.019236;-0.363638
0;8;42;1.436532;-1.681582;38.274299;-0.304274;-0.002686
0;8;43;0.372542;-1.960762;21.246766;1.000000;0.513842
0;8;44;-1.294709;-1.448824;36.035189;-0.601544;0.260675
0;8;45;-0.922901;-0.441446;21.528034;-0.910906;0.856812
0;8;46;-0.719503;-1.012383;13.477357;0.420108;-0.326359
0;8;47;-0.859217;-2.029749;8.696077;0.172218;-0.134831
0;8;48;0.250296;0.253781;20.383216;-0.092717;-1.000000
0;9;0;0.861659;-2.150488;13.059823;-0.281178;-0.011346
0;9;1;-0.762257;0.784724;18.262926;-0.777081;-1.000000
0;9;2;-0.569630;-0.957782;20.649733;1.000000;0.360627
0;9;3;0.897758;-2.000000;6.799389;0.666051;1.000000
0;9;4;-0.567540;-0.842111;24.674480;0.056524;-0.515318
0;9;5;0.527182;-0.819549;26.571937;0.618739;-0.375840
0;9;6;0.728819;-0.034635;12.095133;-0.233194;-0.798426
0;9;7;0.848435;-1.806516;14.708433;0.101664;0.385488
0;9;8;0.103458;-1.698148;18.134493;-0.247662;-0.165972
0;9;9;-0.743645;-1.106338;14.326462;-1.000000;-0.486647
0;9;10;0.124073;-0.606580;21.111510;-0.480129;-0.102932
0;9;11;-1.956390;-0.870598;8.085666;1.000000;0.806974
0;9;12;-0.171572;1.314105;20.945351;0.089995;0.303213
0;9;13;2.583682;-1.059450;27.136686;1.000000;0.436018
0;9;14;0.501716;-1.747073;33.487290;0.262402;-0.558956
0;9;15;-0.491220;-1.848656;27.834277;-0.835743;0.025275
0;9;16;-0.537004;-2.308385;38.934645;0.079544;-0.220577
0;9;17;3.123080;-1.396007;32.486786;-1.000000;-1.000000
0;9;18;-1.791347;-1.595155;31.449991;0.532672;-0.532672
0;9;19;-1.489905;0.158804;26.803382;1.000000;0.317807
0;9;20;1.588288;-1.033077;22.305517;0.381970;-0.577722
0;9;21;1.427031;-2.191806;32.232197;-1.000000;-0.244589
0;9;22;-0.168069;-1.973519;9.137625;-0.857883;-0.038978
0;9;23;0.968591;1.002825;2.139502;0.590148;-0.331784
0;9;24;0.578988;0.820017;25.542434;-1.000000;1.000000
0;9;25;-1.691711;-2.015618;20.553797;1.000000;1.000000
0;9;26;1.860054;-0.381358;24.576240;0.089113;0.417454
0;9;27;1.764155;-0.771029;21.501071;1.000000;-0.233558
